step,position
1664, -0.001445
1665, -0.001411
1666, -0.001377
1667, -0.001344
1668, -0.001312
1669, -0.001281
1670, -0.001250
1671, -0.001220
1672, -0.001192
1673, -0.001163
1674, -0.001136
1675, -0.001109
1676, -0.001083
1677, -0.001057
1678, -0.001032
1679, -0.001008
1680, -0.000984
1681, -0.000961
1682, -0.000939
1683, -0.000917
1684, -0.000896
1685, -0.000875
1686, -0.000855
1687, -0.000835
1688, -0.000815
1689, -0.000797
1690, -0.000778
1691, -0.000760
1692, -0.000743
1693, -0.000726
1694, -0.000710
1695, -0.000693
1696, -0.000678
1697, -0.000662
1698, -0.000647
1699, -0.000633
1700, -0.000619
1701, -0.000605
1702, -0.000591
1703, -0.000578
1704, -0.000565
1705, -0.000553
1706, -0.000540
1707, -0.000529
1708, -0.000517
1709, -0.000506
1710, -0.000495
1711, -0.000484
1712, -0.000473
1713, -0.000463
1714, -0.000453
1715, -0.000444
1716, -0.000434
1717, -0.000425
1718, -0.000416
1719, -0.000407
1720, -0.000399
1721, -0.000390
1722, -0.000382
1723, -0.000374
1724, -0.000366
1725, -0.000359
1726, -0.000352
1727, -0.000344
1728, -0.000337
1729, -0.000331
1730, -0.000324
1731, -0.000318
1732, -0.000311
1733, -0.000305
1734, -0.000299
1735, -0.000293
1736, -0.000288
1737, -0.000282
1738, -0.000277
1739, -0.000271
1740, -0.000266
1741, -0.000261
1742, -0.000256
1743, -0.000252
1744, -0.000247
1745, -0.000242
1746, -0.000238
1747, -0.000234
1748, -0.000229
1749, -0.000225
1750, -0.000221
1751, -0.000218
1752, -0.000214
1753, -0.000210
1754, -0.000206
1755, -0.000203
1756, -0.000199
1757, -0.000196
1758, -0.000193
1759, -0.000190
1760, -0.000187
1761, -0.000184
1762, -0.000181
1763, -0.000178
1764, -0.000175
1765, -0.000172
1766, -0.000170
1767, -0.000167
1768, -0.000165
1769, -0.000162
1770, -0.000160
1771, -0.000157
1772, -0.000155
1773, -0.000153
1774, -0.000151
1775, -0.000149
1776, -0.000147
1777, -0.000145
1778, -0.000143
1779, -0.000141
1780, -0.000139
1781, -0.000137
1782, -0.000135
1783, -0.000134
1784, -0.000132
1785, -0.000130
1786, -0.000129
1787, -0.000127
1788, -0.000126
1789, -0.000124
1790, -0.000123
1791, -0.000121
1792, -0.000120
1793, -0.000118
1794, -0.000117
1795, -0.000116
1796, -0.000115
1797, -0.000113
1798, -0.000112
1799, -0.000111
1800, -0.000092
1801, -0.000061
1802, -0.000016
1803, 0.000042
1804, 0.000114
1805, 0.000199
1806, 0.000297
1807, 0.000409
1808, 0.000534
1809, 0.000673
1810, 0.000826
1811, 0.000816
1812, 0.000796
1813, 0.000776
1814, 0.000757
1815, 0.000738
1816, 0.000719
1817, 0.000701
1818, 0.000684
1819, 0.000667
1820, 0.000650
1821, 0.000634
1822, 0.000618
1823, 0.000602
1824, 0.000587
1825, 0.000573
1826, 0.000558
1827, 0.000544
1828, 0.000531
1829, 0.000517
1830, 0.000504
1831, 0.000492
1832, 0.000480
1833, 0.000468
1834, 0.000456
1835, 0.000444
1836, 0.000433
1837, 0.000422
1838, 0.000412
1839, 0.000158
1840, 0.000060
1841, 0.000056
1842, -0.000143
1843, -0.000185
1844, -0.000182
1845, -0.000341
1846, -0.000344
1847, -0.000443
1848, -0.000476
1849, -0.000494
1850, -0.000499
1851, -0.000491
1852, -0.000481
1853, -0.000471
1854, -0.000461
1855, -0.000451
1856, -0.000441
1857, -0.000432
1858, -0.000422
1859, -0.000413
1860, -0.000405
1861, -0.000396
1862, -0.000388
1863, -0.000380
1864, -0.000372
1865, -0.000364
1866, -0.000357
1867, -0.000350
1868, -0.000342
1869, -0.000336
1870, -0.000329
1871, -0.000322
1872, -0.000316
1873, -0.000310
1874, -0.000303
1875, -0.000297
1876, -0.000292
1877, -0.000286
1878, -0.000281
1879, -0.000275
1880, -0.000270
1881, -0.000265
1882, -0.000260
1883, -0.000255
1884, -0.000250
1885, -0.000246
1886, -0.000241
1887, -0.000237
1888, -0.000232
1889, -0.000228
1890, -0.000224
1891, -0.000220
1892, -0.000216
1893, -0.000213
1894, -0.000209
1895, -0.000205
1896, -0.000202
1897, -0.000199
1898, -0.000195
1899, -0.000192
1900, -0.000189
1901, -0.000186
1902, -0.000183
1903, -0.000180
1904, -0.000177
1905, -0.000174
1906, -0.000172
1907, -0.000169
1908, -0.000166
1909, -0.000164
1910, -0.000161
1911, -0.000159
1912, -0.000157
1913, -0.000154
1914, -0.000152
1915, -0.000150
1916, -0.000148
1917, -0.000146
1918, -0.000144
1919, -0.000142
1920, -0.000140
1921, -0.000138
1922, -0.000136
1923, -0.000135
1924, -0.000133
1925, -0.000131
1926, -0.000130
1927, -0.000128
1928, -0.000127
1929, -0.000125
1930, -0.000124
1931, -0.000122
1932, -0.000121
1933, -0.000119
1934, -0.000118
1935, -0.000117
1936, -0.000116
1937, -0.000114
1938, -0.000113
1939, -0.000112
1940, -0.000111
1941, -0.000110
1942, -0.000109
1943, -0.000108
1944, -0.000107
1945, -0.000106
1946, -0.000105
1947, -0.000104
1948, -0.000103
1949, -0.000102
1950, -0.000101
1951, -0.000100
1952, -0.000099
1953, -0.000098
1954, -0.000098
1955, -0.000097
1956, -0.000096
1957, -0.000095
1958, -0.000095
1959, -0.000094
1960, -0.000093
1961, -0.000093
1962, -0.000092
1963, -0.000091
1964, -0.000091
1965, -0.000090
1966, -0.000089
1967, -0.000089
1968, -0.000088
1969, -0.000088
1970, -0.000087
1971, -0.000087
1972, -0.000086
1973, -0.000086
1974, -0.000085
1975, -0.000085
1976, -0.000084
1977, -0.000084
1978, -0.000083
1979, -0.000083
1980, -0.000083
1981, -0.000082
1982, -0.000082
1983, -0.000081
1984, -0.000081
1985, -0.000081
1986, -0.000080
1987, -0.000080
1988, -0.000080
1989, -0.000079
1990, -0.000079
1991, -0.000079
1992, -0.000078
1993, -0.000078
1994, -0.000078
1995, -0.000078
1996, -0.000077
1997, -0.000077
1998, -0.000077
1999, -0.000076
2000, -0.000059
2001, -0.000028
2002, 0.000016
2003, 0.000073
2004, 0.000144
2005, 0.000228
2006, 0.000325
2007, 0.000436
2008, 0.000561
2009, 0.000699
2010, 0.000850
2011, 0.000840
2012, 0.000819
2013, 0.000799
2014, 0.000779
2015, 0.000759
2016, 0.000740
2017, 0.000722
2018, 0.000704
2019, 0.000686
2020, 0.000669
2021, 0.000652
2022, 0.000636
2023, 0.000620
2024, 0.000605
2025, 0.000589
2026, 0.000575
2027, 0.000560
2028, 0.000546
2029, 0.000533
2030, 0.000519
2031, 0.000506
2032, 0.000494
2033, 0.000481
2034, 0.000469
2035, 0.000457
2036, 0.000446
2037, 0.000435
2038, 0.000424
2039, 0.000168
2040, 0.000069
2041, 0.000065
2042, -0.000135
2043, -0.000178
2044, -0.000175
2045, -0.000335
2046, -0.000397
2047, -0.000442
2048, -0.000476
2049, -0.000495
2050, -0.000501
2051, -0.000494
2052, -0.000484
2053, -0.000474
2054, -0.000463
2055, -0.000453
2056, -0.000444
2057, -0.000434
2058, -0.000425
2059, -0.000416
2060, -0.000407
2061, -0.000398
2062, -0.000390
2063, -0.000382
2064, -0.000374
2065, -0.000366
2066, -0.000359
2067, -0.000351
2068, -0.000344
2069, -0.000337
2070, -0.000330
2071, -0.000324
2072, -0.000317
2073, -0.000311
2074, -0.000305
2075, -0.000299
2076, -0.000293
2077, -0.000287
2078, -0.000282
2079, -0.000277
2080, -0.000271
2081, -0.000266
2082, -0.000261
2083, -0.000256
2084, -0.000251
2085, -0.000247
2086, -0.000242
2087, -0.000238
2088, -0.000234
2089, -0.000229
2090, -0.000225
2091, -0.000221
2092, -0.000217
2093, -0.000214
2094, -0.000210
2095, -0.000206
2096, -0.000203
2097, -0.000199
2098, -0.000196
2099, -0.000193
2100, -0.000190
2101, -0.000187
2102, -0.000184
2103, -0.000181
2104, -0.000178
2105, -0.000175
2106, -0.000172
2107, -0.000170
2108, -0.000167
2109, -0.000165
2110, -0.000162
2111, -0.000160
2112, -0.000157
2113, -0.000155
2114, -0.000153
2115, -0.000151
2116, -0.000149
2117, -0.000146
2118, -0.000144
2119, -0.000143
2120, -0.000141
2121, -0.000139
2122, -0.000137
2123, -0.000135
2124, -0.000133
2125, -0.000132
2126, -0.000130
2127, -0.000129
2128, -0.000127
2129, -0.000125
2130, -0.000124
2131, -0.000123
2132, -0.000121
2133, -0.000120
2134, -0.000118
2135, -0.000117
2136, -0.000116
2137, -0.000115
2138, -0.000113
2139, -0.000112
2140, -0.000111
2141, -0.000110
2142, -0.000109
2143, -0.000108
2144, -0.000107
2145, -0.000106
2146, -0.000105
2147, -0.000104
2148, -0.000103
2149, -0.000102
2150, -0.000101
2151, -0.000100
2152, -0.000099
2153, -0.000099
2154, -0.000098
2155, -0.000097
2156, -0.000096
2157, -0.000096
2158, -0.000095
2159, -0.000094
2160, -0.000093
2161, -0.000093
2162, -0.000092
2163, -0.000091
2164, -0.000091
2165, -0.000090
2166, -0.000090
2167, -0.000089
2168, -0.000088
2169, -0.000088
2170, -0.000087
2171, -0.000087
2172, -0.000086
2173, -0.000086
2174, -0.000085
2175, -0.000085
2176, -0.000084
2177, -0.000084
2178, -0.000084
2179, -0.000083
2180, -0.000083
2181, -0.000082
2182, -0.000082
2183, -0.000082
2184, -0.000081
2185, -0.000081
2186, -0.000080
2187, -0.000080
2188, -0.000080
2189, -0.000079
2190, -0.000079
2191, -0.000079
2192, -0.000078
2193, -0.000078
2194, -0.000078
2195, -0.000078
2196, -0.000077
2197, -0.000077
2198, -0.000077
2199, -0.000077
2200, -0.000059
2201, -0.000028
2202, 0.000016
2203, 0.000073
2204, 0.000144
2205, 0.000228
2206, 0.000325
2207, 0.000436
2208, 0.000561
2209, 0.000699
2210, 0.000850
2211, 0.000840
2212, 0.000819
2213, 0.000799
2214, 0.000779
2215, 0.000759
2216, 0.000740
2217, 0.000722
2218, 0.000704
2219, 0.000686
2220, 0.000669
2221, 0.000652
2222, 0.000636
2223, 0.000620
2224, 0.000604
2225, 0.000589
2226, 0.000575
2227, 0.000560
2228, 0.000546
2229, 0.000533
2230, 0.000519
2231, 0.000506
2232, 0.000494
2233, 0.000481
2234, 0.000469
2235, 0.000457
2236, 0.000446
2237, 0.000435
2238, 0.000424
2239, 0.000168
2240, 0.000069
2241, 0.000065
2242, -0.000135
2243, -0.000178
2244, -0.000175
2245, -0.000335
2246, -0.000397
2247, -0.000442
2248, -0.000476
2249, -0.000495
2250, -0.000501
2251, -0.000494
2252, -0.000484
2253, -0.000474
2254, -0.000463
2255, -0.000453
2256, -0.000444
2257, -0.000434
2258, -0.000425
2259, -0.000416
2260, -0.000407
2261, -0.000398
2262, -0.000390
2263, -0.000382
2264, -0.000374
2265, -0.000366
2266, -0.000359
2267, -0.000351
2268, -0.000344
2269, -0.000337
2270, -0.000330
2271, -0.000324
2272, -0.000317
2273, -0.000311
2274, -0.000305
2275, -0.000299
2276, -0.000293
2277, -0.000287
2278, -0.000282
2279, -0.000277
2280, -0.000271
2281, -0.000266
2282, -0.000261
2283, -0.000256
2284, -0.000251
2285, -0.000247
2286, -0.000242
2287, -0.000238
2288, -0.000234
2289, -0.000229
2290, -0.000225
2291, -0.000221
2292, -0.000217
2293, -0.000214
2294, -0.000210
2295, -0.000206
2296, -0.000203
2297, -0.000199
2298, -0.000196
2299, -0.000193
2300, -0.000190
2301, -0.000187
2302, -0.000184
2303, -0.000181
2304, -0.000178
2305, -0.000175
2306, -0.000172
2307, -0.000170
2308, -0.000167
2309, -0.000164
2310, -0.000162
2311, -0.000160
2312, -0.000157
2313, -0.000155
2314, -0.000153
2315, -0.000151
2316, -0.000149
2317, -0.000146
2318, -0.000144
2319, -0.000143
2320, -0.000141
2321, -0.000139
2322, -0.000137
2323, -0.000135
2324, -0.000133
2325, -0.000132
2326, -0.000130
2327, -0.000129
2328, -0.000127
2329, -0.000125
2330, -0.000124
2331, -0.000123
2332, -0.000121
2333, -0.000120
2334, -0.000118
2335, -0.000117
2336, -0.000116
2337, -0.000115
2338, -0.000113
2339, -0.000112
2340, -0.000111
2341, -0.000110
2342, -0.000109
2343, -0.000108
2344, -0.000107
2345, -0.000106
2346, -0.000105
2347, -0.000104
2348, -0.000103
2349, -0.000102
2350, -0.000101
2351, -0.000100
2352, -0.000099
2353, -0.000099
2354, -0.000098
2355, -0.000097
2356, -0.000096
2357, -0.000096
2358, -0.000095
2359, -0.000094
2360, -0.000093
2361, -0.000093
2362, -0.000092
2363, -0.000091
2364, -0.000091
2365, -0.000090
2366, -0.000090
2367, -0.000089
2368, -0.000088
2369, -0.000088
2370, -0.000087
2371, -0.000087
2372, -0.000086
2373, -0.000086
2374, -0.000085
2375, -0.000085
2376, -0.000084
2377, -0.000084
2378, -0.000084
2379, -0.000083
2380, -0.000083
2381, -0.000082
2382, -0.000082
2383, -0.000082
2384, -0.000081
2385, -0.000081
2386, -0.000080
2387, -0.000080
2388, -0.000080
2389, -0.000079
2390, -0.000079
2391, -0.000079
2392, -0.000078
2393, -0.000078
2394, -0.000078
2395, -0.000078
2396, -0.000077
2397, -0.000077
2398, -0.000077
